toyota rav4	NIL:1
toyota yaris	NIL:1
trabant	ORG:1
trabzonspor	ORG:1
trains	PREFIX:1
trains in	PREFIX:1
trains in spain	ORG:1
tramontin	ORG:1
transvik	ORG:1
tranta	ORG:1
trasco	ORG:1
trasco.	ORG:1
tre	PREFIX:1
tre verticale	ORG:1
trenitalia	ORG:1
trentinalatte	ORG:1
trentingrana	ORG:1
trentino	PREFIX:10
trentino emergenza	ORG:1
trentino energia	ORG:1
trentino legno	ORG:1
trentino parcheggi	ORG:1
trentino riscossioni	ORG:1
trentino servizi	ORG:2
trentino trasporti	ORG:2
trentino volley	ORG:1
trentino.tis	ORG:1
trentinotrasporti	ORG:1
trento	PREFIX:5
trento -	PREFIX:2
trento - malè	ORG:1
trento - malé	ORG:1
trento fiere	ORG:1
trento malè	ORG:1
trento malé	ORG:1
trentomalè	ORG:1
trentomalé	ORG:1
treufinanz	ORG:1
trevi	ORG:1
tribunale	TSO:1	PREFIX:2
tribunale ecclesiastico	ORG:1
tribunale regionale	ORG:1
tributi	NIL:1
tributo	NIL:1
trinova	ORG:1
trivenet	ORG:1
trony	ORG:1
tropel	ORG:1
tropicana	ORG:1
trw	ORG:1
ts	ORG:1
tsmc	ORG:1
tubosider	ORG:1
tuc	ORG:1
tungsram	ORG:1
turbo	PREFIX:1
turbo -	PREFIX:1
turbo - union	ORG:1
tuttosport	ORG:1
twa	ORG:1
txt	ORG:1
tylan	ORG:1
tyrolean	PREFIX:1
tyrolean airways	ORG:1
tyrone	ORG:1
u	PREFIX:1
u -	PREFIX:1
u - lite	ORG:1
u.c.	ORG:1
u.d.c.	ORG:1
u.n.	ORG:1
u.n.e.s.c.o.	ORG:1
u.s.	TSO:1
u2	ORG:1
ual	ORG:1
uc	ORG:1	TSO:1
ucaii	ORG:1
ucd	ORG:1
uci	ORG:1
uck	ORG:1
ucoii	ORG:1
ucsi	ORG:1
udace	ORG:1
udc	ORG:1
udeur	ORG:1
udinese	ORG:1
udr	ORG:1
uefa	ORG:1
uffici	PREFIX:1
uffici comunali	ORG:1
ufficio	TSO:1	PREFIX:3
ufficio del	PREFIX:1
ufficio del comune	ORG:1
ufficio delle	PREFIX:1
ufficio delle entrate	ORG:1
ufficio entrate	ORG:1
ufip	ORG:1
ugl	ORG:1
uhde	ORG:1
uil	ORG:1
uilm	ORG:1
uiltucs	ORG:1
uisp	ORG:1
ukraine	PREFIX:1
ukraine international	PREFIX:1
ukraine international airlines	ORG:1
ulcem	ORG:1
ulivo	ORG:1
ultratech	ORG:1
umw	ORG:1
under	ORG:1	PREFIX:3
under 16	ORG:1
under 18	ORG:1
under 21	ORG:1
under18	ORG:1
under21	ORG:1
unesco	ORG:1
unicao	ORG:1
unicef	ORG:1
unicem	ORG:1
unico	NIL:1
unicredit	ORG:1
unicredito	ORG:1	PREFIX:1
unicredito italiano	ORG:1
uniden	ORG:1
unido	ORG:1
unifarm	ORG:2
unilever	ORG:1
unilot	ORG:1
unimedia	PREFIX:1
unimedia group	ORG:1
union	TSO:1
unioncamere	ORG:1
unione	TSO:1	PREFIX:6
unione democratica	ORG:1	PREFIX:2
unione democratica di	PREFIX:1
unione democratica di centro	ORG:1
unione democratica per	PREFIX:1
unione democratica per la	PREFIX:1
unione democratica per la repubblica	ORG:1
unione radiofonica	PREFIX:1
unione radiofonica italiana	ORG:1
unione sarda	ORG:1
unione sportiva	ORG:1
unipol	ORG:1
uniriscossioni	ORG:1
uniroyal	ORG:1
unisys	ORG:1
united	TEO:1	PREFIX:6
united -	PREFIX:2
united - internet	ORG:1	PREFIX:1
united - internet -	PREFIX:1
united - internet - team	ORG:1
united airlines	ORG:1
united artists	ORG:1
united internet	ORG:1	PREFIX:1
united internet team	PREFIX:1
united internet team germany	ORG:1
unità	TSO:1
university	TSO:1
università	TSO:1
unix	NIL:1
unocal	ORG:1
upea	ORG:1	PREFIX:1
upea capo	PREFIX:1
upea capo d'	PREFIX:1
upea capo d' orlando	ORG:1
upim	ORG:1
upjohn	ORG:1
upn	ORG:1
upr	ORG:1
ups	ORG:1
urenco	ORG:1
uri	ORG:1
us	TSO:1	PREFIX:1
us airways	ORG:1
usaid	ORG:1
usair	ORG:1
usg	ORG:1
usinor	ORG:1	PREFIX:1
usinor -	PREFIX:1
usinor - sacilor	ORG:1
uss	PREFIX:1
uss -	PREFIX:1
uss - posco	ORG:1
ust	ORG:1
usx	ORG:1
uta	ORG:1
ute	ORG:2
uzbekistan	PREFIX:1
uzbekistan airways	ORG:1
val	PREFIX:2
val d'	PREFIX:1
val d' adige	PREFIX:1
val d' adige mineraria	ORG:1
val rendena	PREFIX:1
val rendena funivie	ORG:1
valcantieri	ORG:1
valentino	PREFIX:1
valentino fashion	ORG:1
valfiemme	ORG:1	PREFIX:1
valfiemme legnami	ORG:1
valgas	ORG:1
valhi	ORG:1
valman	ORG:1
valsugana	PREFIX:1
valsugana fiere	ORG:1
valujet	ORG:1
vap	ORG:1
varian	ORG:1
varsavia	ORG:1
varta	ORG:1
vault13	ORG:1
vauxhall	ORG:1
vcai	ORG:1
vemer	ORG:1	PREFIX:1
vemer siber	ORG:1
veneto	PREFIX:1
veneto strade	ORG:1
veniceplaza	ORG:1
verdi	ORG:1
verinox	ORG:1
vermigliana	ORG:1
versace	ORG:1
vertical	PREFIX:3
vertical vision	ORG:1	PREFIX:2
vertical vision cantu'	ORG:1
vertical vision cantÙ	ORG:1
vesta	ORG:1
vestimenta	ORG:2
vf	ORG:1
vh1	ORG:1
via	PREFIX:2
via segantini	ORG:1
via solferino	ORG:1
viacom	ORG:1
viale	PREFIX:1
viale mazzini	ORG:1
vianini	PREFIX:1
vianini lavori	ORG:1
victory	PREFIX:2
victory -	PREFIX:1
victory - challenge	ORG:1
victory challenge	ORG:1
videoton	ORG:1
vidivici	ORG:1	PREFIX:1
vidivici bologna	ORG:1
vikay	ORG:1
villarreal	ORG:1
villegno	ORG:1
vimar	ORG:1
vinante	PREFIX:1
vinante costruzioni	ORG:1
vini	TSO:1
vinifin	ORG:1
viola	PREFIX:1
viola reggio	PREFIX:1
viola reggio calabria	ORG:1
virgin	PREFIX:1
virgin atlantic	ORG:1
virtus	TSO:1
viscodrive	ORG:1
vista	NIL:2
vita	PREFIX:1
vita trentina	ORG:1
vitaminic	ORG:1
vitkovice	ORG:1
vitoria	PREFIX:1
vitoria setubal	ORG:1
vitromatic	ORG:1
vittoria	PREFIX:1
vittoria assicurazioni	ORG:1
vneshtorgizdat	ORG:1
vneshtorgreklama	ORG:1
vodafone	ORG:1
vodaphone	ORG:1
volksbank	ORG:1
volkspartei	ORG:1
volkswagen	ORG:1	PREFIX:5
volkswagen golf	NIL:1
volkswagen lupo	NIL:1
volkswagen passat	NIL:1
volkswagen polo	NIL:1
volkswagen touareg	NIL:1
volley	TSO:1	PREFIX:3
volley -	PREFIX:1
volley - 4	PREFIX:1
volley - 4 asia	ORG:1
volley 4	PREFIX:1
volley 4 asia	ORG:1
volley land	ORG:1
volvo	PREFIX:2
volvo c30	NIL:1
volvo s40	NIL:1
vulcanair	ORG:1
vw	ORG:1	PREFIX:4
vw golf	NIL:1
vw lupo	NIL:1
vw passat	NIL:1
vw polo	NIL:1
vyrus	ORG:1
wacoal	ORG:1
wal	PREFIX:1
wal -	PREFIX:1
wal - mart	ORG:1
wall	PREFIX:2
wall street	ORG:1	PREFIX:1
wall street journal	ORG:1
wally	PREFIX:1
wally blu	ORG:1
walmart	ORG:1
walt	PREFIX:1
walt disney	ORG:1
waltdisney	ORG:1
warner	PREFIX:3
warner -	PREFIX:1
warner - lambert	ORG:1
warner bros	ORG:1
warner brothers	ORG:1
warnerbros	ORG:1
wartburg	ORG:1
washington	PREFIX:1
washington post	ORG:1
watford	ORG:1
watkins	PREFIX:1
watkins -	PREFIX:1
watkins - johnson	ORG:1
wavemat	ORG:1
waxman	ORG:1
wbc	PREFIX:2
wbc -	PREFIX:1
wbc - welter	ORG:1
wbc welter	ORG:1
web	NIL:1	PREFIX:1
web browser	NIL:1
webcast	ORG:1
webcor	ORG:1
wedgwood	ORG:1
wellman	ORG:1
werder	PREFIX:1
werder brema	ORG:1
wespec	ORG:1
west	PREFIX:2
west ham	ORG:1	PREFIX:1
west ham united	ORG:1
western	PREFIX:1
western pacific	PREFIX:1
western pacific airlines	ORG:1
westfield	ORG:1
westinghouse	ORG:1
westlb	ORG:1
westvaco	ORG:1
weyerhaeuser	ORG:1
whirlpool	ORG:1	PREFIX:1
whirlpool varese	ORG:1
whirpool	ORG:1
whitewater	ORG:1
whitman	ORG:1
wi	PREFIX:1
wi fi	NIL:1
wickes	ORG:1
wide	PREFIX:1
wide web	ORG:1
wifi	NIL:1
wigan	ORG:1
williams	ORG:1	PREFIX:2
williams -	PREFIX:2
williams - sonoma	ORG:1
williams - toyota	ORG:1
willimas	PREFIX:1
willimas -	PREFIX:1
willimas - toyota	ORG:1
wimbledon	ORG:1
wimpey	ORG:1
wind	ORG:1
windbond	ORG:1
windows	NIL:1	PREFIX:2
windows vista	NIL:1
windows xp	NIL:1
wireless	NIL:1
wisla	PREFIX:1
wisla cracovia	ORG:1
witco	ORG:1
wnyw	PREFIX:1
wnyw -	PREFIX:1
wnyw - tv	ORG:1
wonderbra	ORG:1
woolco	ORG:1
woolworth	ORG:1
world	PREFIX:2
world airways	ORG:1
world cup	ORG:1
wrangler	ORG:1
wrc	NIL:1
wrigley	ORG:1
wrm	ORG:1	PREFIX:1
wrm motorcycles	ORG:1
wuolter	ORG:1
wurns	ORG:1
wwf	ORG:1
xanthi	ORG:1
xerox	ORG:1
xsara	PREFIX:1
xsara picasso	NIL:1
yahoo	ORG:1
yakult	ORG:1
yamatake	ORG:1	PREFIX:1
yamatake -	PREFIX:1
yamatake - honeywell	ORG:1
yamuna	ORG:1
yankees	ORG:1
yanmar	ORG:1
yaohan	ORG:1
yelaz	ORG:1
yell	ORG:1
ymca	ORG:1
yokogawa	ORG:1
yueloong	ORG:1
ywca	ORG:1
zanghellini	PREFIX:1
zanghellini asfalti	ORG:1
zastava	ORG:1
zeni	PREFIX:1
zeni pitture	ORG:1
zenith	ORG:1
zignago	ORG:1
zobele	PREFIX:1
zobele holding	ORG:1
zoppas	ORG:1
zortea	ORG:1
zugliani	ORG:1
zulte	PREFIX:1
zulte waregem	ORG:1
